"","id","stage","prueba","cuadrante_so","cuadrante_se","cuadrante_ne","cuadrante_no","zona_ne","zona_so","zona_blanco","cruces_blanco","cruces_ne","cruces_so","eficiencia_ne","eficiencia","eficiancia_so","latencia","distancia","velocidad","distancia_media_blanco","distancia_annulus_ne","distancia_annulus_so","tiempo","dia","tratamientos"
"812","3-2","entrenamiento_3","Entr_3",0.5,0,0.9,1.6,0.7,0,NA,NA,1,0,0.959,0.959,NA,2.9,0.758,0.257,NA,0.407,0.372,2,2,"Flx-CUMS"
"813","3-2","entrenamiento_3","Entr_3",2.1,1,3.1,0,1.3,1.2,NA,NA,1,1,0.498,0.498,0.903,6.2,1.583,0.257,NA,0.339,0.467,2.25,2,"Flx-CUMS"
"814","3-2","entrenamiento_3","Entr_3",0,2.2,0.9,0,0.6,0,NA,NA,1,0,0.795,0.795,NA,3.1,0.418,0.136,NA,0.281,0.712,2.5,2,"Flx-CUMS"
"815","3-2","entrenamiento_3","Entr_3",0,0,3.6,1.1,2.7,0,NA,NA,1,0,0.457,0.457,NA,4.7,0.795,0.168,NA,0.141,0.674,2.75,2,"Flx-CUMS"
"816","4-2","entrenamiento_3","Entr_3",13.9,12.8,18.4,15,6.9,7,NA,NA,0,1,NA,NA,0.035,60,13.058,0.218,NA,0.389,0.448,2,2,"Flx-CUMS"
"817","4-2","entrenamiento_3","Entr_3",0,4.5,3.6,0,3.4,0,NA,NA,1,0,0.479,0.479,NA,8.1,1.335,0.164,NA,0.335,0.495,2.25,2,"Flx-CUMS"
"818","4-2","entrenamiento_3","Entr_3",0,1.4,5,0,3,0,NA,NA,1,0,0.325,0.325,NA,6.4,0.97,0.15,NA,0.155,0.672,2.5,2,"Flx-CUMS"
"819","4-2","entrenamiento_3","Entr_3",0,0,3.6,1.6,3.2,0,NA,NA,1,0,0.476,0.476,NA,5.3,0.855,0.162,NA,0.177,0.567,2.75,2,"Flx-CUMS"
"820","1a","entrenamiento_4","Entr_4",0,6.3,1.6,2.9,0.6,0,NA,NA,1,0,0.167,0.167,NA,10.8,2.489,0.23,NA,0.332,0.483,3,3,"Flx-CUMS"
"821","1a","entrenamiento_4","Entr_4",1.1,3.9,5.1,0.4,3.5,0.7,NA,NA,1,0,0.042,0.042,NA,10.5,2.314,0.22,NA,0.232,0.497,3.25,3,"Flx-CUMS"
"822","1a","entrenamiento_4","Entr_4",1.3,0.9,1,0,0.8,0.6,NA,NA,1,0,0.907,0.907,NA,3.2,0.739,0.234,NA,0.384,0.308,3.5,3,"Flx-CUMS"
"823","1a","entrenamiento_4","Entr_4",1.6,1.5,1,0,0.7,1.3,NA,NA,1,0,0.56,0.56,NA,4.1,1.014,0.248,NA,0.348,0.376,3.75,3,"Flx-CUMS"
"824","3a","entrenamiento_4","Entr_4",0.1,0.6,1.4,1.1,0.6,0,NA,NA,1,0,0.232,0.232,NA,3.2,0.745,0.234,NA,0.208,0.43,3,3,"Flx-CUMS"
"825","3a","entrenamiento_4","Entr_4",0,0,4.7,0,2.6,0,NA,NA,1,0,0.345,0.345,NA,4.7,0.81,0.172,NA,0.136,0.723,3.25,3,"Flx-CUMS"
"826","3a","entrenamiento_4","Entr_4",0.6,0.6,0.9,0,0.6,0,NA,NA,1,0,0.993,0.993,NA,2.2,0.519,0.237,NA,0.307,0.325,3.5,3,"Flx-CUMS"
"827","3a","entrenamiento_4","Entr_4",0,0,1.2,1.8,1,0,NA,NA,1,0,0.905,0.905,NA,3,0.822,0.276,NA,0.335,0.443,3.75,3,"Flx-CUMS"
"828","4a","entrenamiento_4","Entr_4",2.7,3.6,5,14.4,1.3,0.6,NA,NA,1,0,0.067,0.067,NA,25.7,5.82,0.226,NA,0.37,0.412,3,3,"Flx-CUMS"
"829","4a","entrenamiento_4","Entr_4",0,0,1.8,0,1.8,0,NA,NA,1,0,0.311,0.311,NA,1.8,0.124,0.067,NA,0.033,0.694,3.25,3,"Flx-CUMS"
"830","4a","entrenamiento_4","Entr_4",0.7,2.2,2.1,0,1.9,0.3,NA,NA,1,0,0.292,0.292,NA,4.9,1.398,0.283,NA,0.268,0.507,3.5,3,"Flx-CUMS"
"831","4a","entrenamiento_4","Entr_4",3.9,1.4,0.9,0.4,0.7,2.4,NA,NA,1,0,0.424,0.424,NA,6.6,1.551,0.234,NA,0.515,0.233,3.75,3,"Flx-CUMS"
"832","3b","entrenamiento_4","Entr_4",3.7,3.2,8.5,3.1,6.2,2.9,NA,NA,1,1,0.056,0.056,0.407,18.5,5.138,0.277,NA,0.294,0.461,3,3,"Sal-CUMS-F"
"833","3b","entrenamiento_4","Entr_4",0,3,2.9,0,2.3,0,NA,NA,1,0,0.214,0.214,NA,6,1.203,0.202,NA,0.197,0.627,3.25,3,"Sal-CUMS-F"
"834","3b","entrenamiento_4","Entr_4",0.8,2,1.1,0,0.8,0.2,NA,NA,1,0,0.2,0.2,NA,4,1.903,0.481,NA,0.368,0.43,3.5,3,"Sal-CUMS-F"
"835","3b","entrenamiento_4","Entr_4",1,1,0.9,0.6,0.7,0.8,NA,NA,1,0,0.646,0.646,NA,3.4,1.218,0.357,NA,0.418,0.33,3.75,3,"Sal-CUMS-F"
"836","1-1","entrenamiento_4","Entr_4",1.8,5,14.8,4.2,7.8,0.5,NA,NA,1,0,0.037,0.037,NA,25.7,5.41,0.21,NA,0.271,0.554,3,3,"Sal-CUMS-F"
"837","1-1","entrenamiento_4","Entr_4",0,2.1,7.3,0,7.3,0,NA,NA,1,0,0.389,0.389,NA,9.4,0.637,0.068,NA,0.103,0.627,3.25,3,"Sal-CUMS-F"
"838","1-1","entrenamiento_4","Entr_4",1,2.3,5.4,1.1,3.5,0,NA,NA,1,0,0.482,0.482,NA,9.8,1.158,0.118,NA,0.228,0.413,3.5,3,"Sal-CUMS-F"
"839","1-1","entrenamiento_4","Entr_4",1.2,4.3,1.3,4.2,0.9,0,NA,NA,1,0,0.421,0.421,NA,11.1,1.782,0.161,NA,0.355,0.404,3.75,3,"Sal-CUMS-F"
"840","3-1","entrenamiento_4","Entr_4",0,1.3,6.4,3.4,4.3,0,NA,NA,1,0,0.228,0.228,NA,11.1,1.788,0.161,NA,0.186,0.59,3,3,"Sal-CUMS-F"
"841","3-1","entrenamiento_4","Entr_4",0,0.8,5.9,1.2,2.9,0,NA,NA,1,0,0.124,0.124,NA,7.9,1.227,0.156,NA,0.158,0.638,3.25,3,"Sal-CUMS-F"
"842","3-1","entrenamiento_4","Entr_4",1.4,4.1,5,1.2,2.3,0.9,NA,NA,1,1,0.129,0.129,0.739,11.6,3.187,0.274,NA,0.312,0.564,3.5,3,"Sal-CUMS-F"
"843","3-1","entrenamiento_4","Entr_4",0,0,1.3,2.5,1,0,NA,NA,1,0,0.852,0.852,NA,3.8,0.721,0.189,NA,0.317,0.406,3.75,3,"Sal-CUMS-F"
"844","4-1","entrenamiento_4","Entr_4",9.2,7.4,26.2,10.4,13.8,5.8,NA,NA,1,1,0.02,0.02,0.769,53.2,12.07,0.227,NA,0.294,0.504,3,3,"Sal-CUMS-F"
"845","4-1","entrenamiento_4","Entr_4",0,0,4.6,0,3,0,NA,NA,1,0,0.528,0.528,NA,4.6,0.622,0.134,NA,0.152,0.702,3.25,3,"Sal-CUMS-F"
"846","4-1","entrenamiento_4","Entr_4",0.7,2.5,1.2,0,1,0,NA,NA,1,0,0.785,0.785,NA,4.4,0.88,0.199,NA,0.42,0.397,3.5,3,"Sal-CUMS-F"
"847","4-1","entrenamiento_4","Entr_4",2.6,1.5,2.6,2.3,1.1,0.7,NA,NA,1,0,0.356,0.356,NA,9.1,1.948,0.215,NA,0.339,0.37,3.75,3,"Sal-CUMS-F"
"848","1-2","entrenamiento_4","Entr_4",0,0,4.1,0,2.1,0,NA,NA,1,0,0.221,0.221,NA,4.1,0.736,0.181,NA,0.116,0.719,3,3,"Flx-CUMS"
"849","1-2","entrenamiento_4","Entr_4",0,2.5,0.8,0,0.7,0,NA,NA,1,0,0.414,0.414,NA,3.3,0.745,0.224,NA,0.288,0.568,3.25,3,"Flx-CUMS"
"850","1-2","entrenamiento_4","Entr_4",0,2,1.5,0,1.1,0,NA,NA,1,0,0.34,0.34,NA,3.5,1.252,0.36,NA,0.269,0.494,3.5,3,"Flx-CUMS"
"851","1-2","entrenamiento_4","Entr_4",1.2,0,6.3,2,3.8,0.4,NA,NA,1,0,0.389,0.389,NA,9.4,1.654,0.175,NA,0.218,0.576,3.75,3,"Flx-CUMS"
"852","2-2","entrenamiento_4","Entr_4",1,1.8,0.9,2.8,0.7,0.7,NA,NA,1,0,0.147,0.147,NA,6.5,1.446,0.222,NA,0.343,0.39,3,3,"Flx-CUMS"
"853","2-2","entrenamiento_4","Entr_4",1.3,0.1,9,2,3.2,0.4,NA,NA,1,0,0.082,0.082,NA,12.3,2.474,0.201,NA,0.239,0.591,3.25,3,"Flx-CUMS"
"854","2-2","entrenamiento_4","Entr_4",0.9,1.4,4.1,0,3.3,0.7,NA,NA,1,0,0.204,0.204,NA,6.4,2.169,0.34,NA,0.225,0.552,3.5,3,"Flx-CUMS"
"855","2-2","entrenamiento_4","Entr_4",6.3,11.8,27.7,14.2,17.1,2.3,NA,NA,0,0,NA,NA,NA,60,9.222,0.154,NA,0.257,0.466,3.75,3,"Flx-CUMS"
"856","3-2","entrenamiento_4","Entr_4",0,0,1.4,1.1,0.8,0,NA,NA,1,0,0.86,0.86,NA,2.5,0.429,0.17,NA,0.219,0.674,3,3,"Flx-CUMS"
"857","3-2","entrenamiento_4","Entr_4",0,1.5,0.4,0,0.4,0,NA,NA,1,0,0.991,0.991,NA,1.9,0.335,0.179,NA,0.238,0.608,3.25,3,"Flx-CUMS"
"858","3-2","entrenamiento_4","Entr_4",0,1.6,3.4,1.1,1.8,0,NA,NA,1,0,0.377,0.377,NA,6.2,1.18,0.192,NA,0.241,0.569,3.5,3,"Flx-CUMS"
"859","3-2","entrenamiento_4","Entr_4",1.4,3,10.8,4.9,5.3,1.1,NA,NA,1,0,0.133,0.133,NA,20.1,4.418,0.22,NA,0.271,0.571,3.75,3,"Flx-CUMS"
"860","4-2","entrenamiento_4","Entr_4",0,0,1,1.5,0.7,0,NA,NA,1,0,0.661,0.661,NA,2.5,0.374,0.152,NA,0.176,0.559,3,3,"Flx-CUMS"
"861","4-2","entrenamiento_4","Entr_4",5.7,5.5,6.1,6.3,3.1,3.7,NA,NA,1,0,0.061,0.061,NA,23.5,5.413,0.23,NA,0.457,0.468,3.25,3,"Flx-CUMS"
"862","4-2","entrenamiento_4","Entr_4",1.8,2.6,8.7,5,4.6,1.4,NA,NA,1,0,0.209,0.209,NA,18,3.196,0.178,NA,0.248,0.52,3.5,3,"Flx-CUMS"
"863","4-2","entrenamiento_4","Entr_4",4.4,5,9.9,4.8,5.5,2.3,NA,NA,1,1,0.127,0.127,0.048,24.1,4.774,0.198,NA,0.337,0.436,3.75,3,"Flx-CUMS"
"864","#5","entrenamiento_1","Entr_1",10.4,3.9,25.8,19.9,2,4.8,NA,NA,0,1,NA,NA,0.199,60,8.639,0.144,NA,0.39,0.548,0,0,"Flx"
"865","#5","entrenamiento_1","Entr_1",0,0,9.7,4.1,3.6,0,NA,NA,1,0,0.246,0.246,NA,13.8,1.323,0.096,NA,0.261,0.7,0.25,0,"Flx"
"866","#5","entrenamiento_1","Entr_1",16,10.6,21.4,12.1,5.3,5.2,NA,NA,0,1,NA,NA,0.257,60,7.915,0.132,NA,0.411,0.492,0.5,0,"Flx"
"867","#5","entrenamiento_1","Entr_1",0.8,16.5,23.6,19.2,3.9,0,NA,NA,0,0,NA,NA,NA,60,6.905,0.115,NA,0.345,0.607,0.75,0,"Flx"
"868","#6","entrenamiento_1","Entr_1",0,0,4.8,2.1,3,0,NA,NA,1,0,0.59,0.59,NA,6.9,1.085,0.157,NA,0.323,0.71,0,0,"Flx"
"869","#6","entrenamiento_1","Entr_1",6.8,14.7,19.6,18.9,2.2,2.3,NA,NA,1,0,0.041,0.041,NA,60,15.591,0.26,NA,0.427,0.596,0.25,0,"Flx"
"870","#6","entrenamiento_1","Entr_1",9.7,7.8,16.3,13.8,5.6,3.5,NA,NA,1,0,0.045,0.045,NA,47.6,11.453,0.241,NA,0.445,0.525,0.5,0,"Flx"
"871","#6","entrenamiento_1","Entr_1",11.4,16.9,16.1,15.6,0,2.9,NA,NA,0,0,NA,NA,NA,60,13.532,0.226,NA,0.477,0.552,0.75,0,"Flx"
"872","#5","entrenamiento_2","Entr_2",0,2.2,3.1,0,2.8,0,NA,NA,1,0,0.455,0.455,NA,5.3,0.703,0.133,NA,0.261,0.632,1,1,"Flx"
"873","#5","entrenamiento_2","Entr_2",7,14.2,22.1,2.9,9.2,3,NA,NA,1,1,0.059,0.059,0.096,46.3,12.213,0.264,NA,0.36,0.547,1.25,1,"Flx"
"874","#5","entrenamiento_2","Entr_2",3.6,3.5,6.3,0,4,2.6,NA,NA,1,0,0.305,0.305,NA,13.4,2.422,0.18,NA,0.465,0.473,1.5,1,"Flx"
"875","#5","entrenamiento_2","Entr_2",0,0,6.4,2.2,4.7,0,NA,NA,1,0,0.336,0.336,NA,8.6,1.422,0.165,NA,0.213,0.554,1.75,1,"Flx"
"876","#6","entrenamiento_2","Entr_2",0,0,9.3,0,6,0,NA,NA,2,0,0.209,0.209,NA,9.3,1.401,0.151,NA,0.152,0.688,1,1,"Flx"
"877","#6","entrenamiento_2","Entr_2",0,2.6,5.5,0,4.1,0,NA,NA,1,0,0.501,0.501,NA,8.1,1.332,0.164,NA,0.287,0.553,1.25,1,"Flx"
"878","#6","entrenamiento_2","Entr_2",4.9,2.1,15.2,10.3,4.8,3.2,NA,NA,1,1,0.094,0.094,0.095,32.5,7.351,0.226,NA,0.349,0.553,1.5,1,"Flx"
"879","#6","entrenamiento_2","Entr_2",0,3.3,2.9,0,2.8,0,NA,NA,1,0,0.914,0.914,NA,6.2,0.807,0.129,NA,0.451,0.525,1.75,1,"Flx"
"880","#6","entrenamiento_3","Entr_3",6.5,6.9,10.8,3,7,1.1,NA,NA,1,0,0.218,0.218,NA,27.1,3.319,0.122,NA,0.322,0.425,2,2,"Flx"
"881","#6","entrenamiento_3","Entr_3",0,4,3.1,0,2.6,0,NA,NA,1,0,0.539,0.539,NA,7.1,0.957,0.134,NA,0.377,0.544,2.25,2,"Flx"
"882","#6","entrenamiento_3","Entr_3",0,0,5.7,3.8,4.7,0,NA,NA,1,0,0.367,0.367,NA,9.5,1.4,0.147,NA,0.278,0.61,2.5,2,"Flx"
"883","#6","entrenamiento_3","Entr_3",0.9,0,3.2,2.1,2.7,0,NA,NA,1,0,0.763,0.763,NA,6.3,0.795,0.127,NA,0.405,0.422,2.75,2,"Flx"
"884","#5","entrenamiento_3","Entr_3",7.6,3.5,4.8,7,3,4.8,NA,NA,1,0,0.126,0.126,NA,22.9,5.066,0.221,NA,0.487,0.359,2,2,"Flx"
"885","#5","entrenamiento_3","Entr_3",0,5,2.9,0,2.7,0,NA,NA,1,0,0.561,0.561,NA,7.9,1.066,0.135,NA,0.477,0.486,2.25,2,"Flx"
"886","#5","entrenamiento_3","Entr_3",0,0,5.8,1.4,4.8,0,NA,NA,1,0,0.33,0.33,NA,7.1,1.058,0.148,NA,0.148,0.677,2.5,2,"Flx"
"887","#5","entrenamiento_3","Entr_3",3.4,2.7,7.9,2.2,5.7,1.8,NA,NA,1,1,0.219,0.219,0.999,16.2,3.332,0.206,NA,0.34,0.497,2.75,2,"Flx"
"888","#6","entrenamiento_4","Entr_4",0,0,4.4,5.7,4.4,0,NA,NA,1,0,0.345,0.345,NA,10.1,1.054,0.105,NA,0.308,0.55,3,3,"Flx"
"889","#6","entrenamiento_4","Entr_4",0,0,4,0,2.6,0,NA,NA,1,0,0.917,0.917,NA,4,0.341,0.086,NA,0.205,0.716,3.25,3,"Flx"
"890","#6","entrenamiento_4","Entr_4",0,3.4,2.7,0,2.5,0,NA,NA,1,0,0.568,0.568,NA,6.1,0.847,0.14,NA,0.397,0.593,3.5,3,"Flx"
"891","#6","entrenamiento_4","Entr_4",1.1,1.4,3.2,1.5,2.8,0,NA,NA,1,0,0.614,0.614,NA,7.2,1.161,0.16,NA,0.385,0.446,3.75,3,"Flx"
"892","#5","entrenamiento_4","Entr_4",1.3,3.5,11.5,1.4,9.2,0,NA,NA,2,0,0.193,0.193,NA,17.7,3.226,0.182,NA,0.261,0.542,3,3,"Flx"
"893","#5","entrenamiento_4","Entr_4",0,2,7.7,1.2,4.8,0,NA,NA,1,0,0.162,0.162,NA,10.9,2.11,0.194,NA,0.209,0.59,3.25,3,"Flx"
"894","#5","entrenamiento_4","Entr_4",3.3,9.8,27.3,4.3,11,1.4,NA,NA,1,0,0.054,0.054,NA,44.7,10.305,0.231,NA,0.295,0.621,3.5,3,"Flx"
"895","#5","entrenamiento_4","Entr_4",0,2.8,5.9,0,4.4,0,NA,NA,1,0,0.502,0.502,NA,8.6,1.409,0.163,NA,0.291,0.656,3.75,3,"Flx"
"896","CK_g1_1","entrenamiento_1","Entr_1",15.4,16,13.2,15.4,1.4,5.5,NA,NA,0,2,NA,NA,0.03,60,14.227,0.237,NA,0.486,0.48,0,0,"Ket-CUMS"
"897","CK_g1_1","entrenamiento_1","Entr_1",5.9,3.5,7.1,12.1,4.4,3.1,NA,NA,1,1,0.069,0.069,0.439,28.6,5.97,0.208,NA,0.451,0.499,0.25,0,"Ket-CUMS"
"898","CK_g1_2","entrenamiento_1","Entr_1",1.6,0,2,18.7,2,0.6,NA,NA,1,0,0.246,0.246,NA,22.3,3.269,0.146,NA,0.619,0.461,0,0,"Ket-CUMS"
"899","CK_g1_2","entrenamiento_1","Entr_1",3.3,3,17.2,8.4,6.9,0,NA,NA,1,0,0.066,0.066,NA,31.9,6.125,0.192,NA,0.358,0.58,0.25,0,"Ket-CUMS"
"900","CK_g1_2","entrenamiento_1","Entr_1",0.4,2.1,4.1,3.7,2.8,0,NA,NA,1,0,0.221,0.221,NA,10.3,2.939,0.286,NA,0.484,0.645,0.5,0,"Ket-CUMS"
"901","CK_g1_2","entrenamiento_1","Entr_1",8.3,1,3.3,5,3,2.1,NA,NA,1,0,0.167,0.167,NA,17.6,3.458,0.197,NA,0.655,0.378,0.75,0,"Ket-CUMS"
"902","CK_g1_3","entrenamiento_1","Entr_1",22.7,6.6,15.9,14.8,2.9,5.8,NA,NA,0,1,NA,NA,0.131,60,11.915,0.199,NA,0.49,0.45,0,0,"Ket-CUMS"
"903","CK_g1_3","entrenamiento_1","Entr_1",25.1,15,6.8,13.1,1.1,12.2,NA,NA,0,0,NA,NA,NA,60,11.465,0.191,NA,0.509,0.339,0.25,0,"Ket-CUMS"
"904","CK_g1_3","entrenamiento_1","Entr_1",18,21.3,3.8,4.1,2.7,5.6,NA,NA,1,1,0.167,0.167,0.047,47.1,4.776,0.101,NA,0.544,0.288,0.5,0,"Ket-CUMS"
"905","CK_g1_3","entrenamiento_1","Entr_1",0,0,4.6,3.2,3.9,0,NA,NA,1,0,0.804,0.804,NA,7.8,0.472,0.061,NA,0.235,0.691,0.75,0,"Ket-CUMS"
"906","CK_g1_4","entrenamiento_1","Entr_1",14.8,10.8,9.1,25.3,3,4.4,NA,NA,0,0,NA,NA,NA,60,14.6,0.243,NA,0.555,0.436,0,0,"Ket-CUMS"
"907","CK_g1_4","entrenamiento_1","Entr_1",10.5,10.5,14.9,11.7,8.9,5.1,NA,NA,1,1,0.013,0.013,0.146,47.6,9.806,0.206,NA,0.454,0.499,0.25,0,"Ket-CUMS"
"908","CK_g1_4","entrenamiento_1","Entr_1",2.3,0,5.2,3.9,2.9,1.2,NA,NA,1,0,0.358,0.358,NA,11.5,2.054,0.179,NA,0.496,0.567,0.5,0,"Ket-CUMS"
"909","CK_g1_4","entrenamiento_1","Entr_1",10.2,4.2,14,15.3,7.3,4.2,NA,NA,1,1,0.066,0.066,0.148,43.7,7.865,0.18,NA,0.431,0.492,0.75,0,"Ket-CUMS"
"910","CK_g1_5","entrenamiento_1","Entr_1",18.8,21.4,6.7,13.1,2,4.4,NA,NA,0,0,NA,NA,NA,60,13.258,0.221,NA,0.579,0.463,0,0,"Ket-CUMS"
"911","CK_g1_5","entrenamiento_1","Entr_1",4.8,6.2,4.6,5.2,3,0.4,NA,NA,1,0,0.07,0.07,NA,20.8,4.512,0.217,NA,0.505,0.504,0.25,0,"Ket-CUMS"
"912","CK_g1_5","entrenamiento_1","Entr_1",11.9,10,10.3,13.5,5.2,5.1,NA,NA,1,1,0.077,0.077,0.575,45.6,10.474,0.23,NA,0.511,0.438,0.5,0,"Ket-CUMS"
"913","CK_g1_5","entrenamiento_1","Entr_1",17.5,13.9,17.9,10.7,10.7,6.8,NA,NA,0,1,NA,NA,0.095,60,11.03,0.184,NA,0.404,0.436,0.75,0,"Ket-CUMS"
"914","CSK_g1_1","entrenamiento_1","Entr_1",7.2,3,13.8,36,3.1,0.8,NA,NA,0,0,NA,NA,NA,60,11.659,0.194,NA,0.502,0.558,0,0,"Sal-CUMS-K"
"915","CSK_g1_1","entrenamiento_1","Entr_1",0,0,13.2,0,3.6,0,NA,NA,1,0,0.198,0.198,NA,13.2,1.31,0.099,NA,0.206,0.773,0.25,0,"Sal-CUMS-K"
"916","CSK_g1_1","entrenamiento_1","Entr_1",4.2,3.9,14.8,0.1,4.3,1.9,NA,NA,1,0,0.063,0.063,NA,23,3.732,0.162,NA,0.322,0.593,0.5,0,"Sal-CUMS-K"
"917","CSK_g1_2","entrenamiento_1","Entr_1",13.8,10.7,14.5,20.9,3,3.3,NA,NA,1,0,0.32,0.32,NA,60,16.085,0.268,NA,0.537,0.538,0,0,"Sal-CUMS-K"
"918","CSK_g1_2","entrenamiento_1","Entr_1",14.3,12.4,12.4,20.9,1.3,3.2,NA,NA,1,1,0.127,0.127,0.067,60,13.03,0.217,NA,0.524,0.511,0.25,0,"Sal-CUMS-K"
"919","CSK_g1_2","entrenamiento_1","Entr_1",17.5,10,13.3,19.1,5.2,4.5,NA,NA,0,0,NA,NA,NA,60,13.712,0.229,NA,0.517,0.484,0.5,0,"Sal-CUMS-K"
"920","CSK_g1_2","entrenamiento_1","Entr_1",15.4,11.6,16.3,16.7,1.8,0.5,NA,NA,0,0,NA,NA,NA,60,12.675,0.211,NA,0.539,0.56,0.75,0,"Sal-CUMS-K"
"921","CSK_g1_3","entrenamiento_1","Entr_1",17.3,5,7.7,30,0.3,1.8,NA,NA,0,0,NA,NA,NA,60,15.068,0.251,NA,0.582,0.473,0,0,"Sal-CUMS-K"
"922","CSK_g1_3","entrenamiento_1","Entr_1",13,13.5,15.2,18.3,3.9,3.8,NA,NA,1,0,0.12,0.12,NA,60,13.461,0.224,NA,0.464,0.495,0.25,0,"Sal-CUMS-K"
"923","CSK_g1_3","entrenamiento_1","Entr_1",0,3.1,13.1,0.1,6.5,0,NA,NA,1,0,0.063,0.063,NA,16.3,3.253,0.2,NA,0.196,0.662,0.5,0,"Sal-CUMS-K"
"924","CSK_g1_4","entrenamiento_1","Entr_1",16.8,5.7,11.6,25.8,4.4,7,NA,NA,2,2,0.161,0.161,0.137,60,12.782,0.213,NA,0.562,0.447,0,0,"Sal-CUMS-K"
"925","CSK_g1_4","entrenamiento_1","Entr_1",15.5,10.2,18.7,15.7,8.2,10.6,NA,NA,0,0,NA,NA,NA,60,9.125,0.152,NA,0.435,0.419,0.25,0,"Sal-CUMS-K"
"926","CSK_g1_4","entrenamiento_1","Entr_1",1.2,2,4.4,2.2,3.4,1.2,NA,NA,1,0,0.305,0.305,NA,9.8,2.15,0.22,NA,0.388,0.553,0.5,0,"Sal-CUMS-K"
"927","CSK_g1_4","entrenamiento_1","Entr_1",18.2,2.2,20.5,19,12.5,9.9,NA,NA,0,0,NA,NA,NA,60,6.362,0.106,NA,0.348,0.432,0.75,0,"Sal-CUMS-K"
"928","CK_g1_1","entrenamiento_2","Entr_2",10.3,14.4,18.6,16.7,3.9,6.1,NA,NA,0,1,NA,NA,0.069,60,16.671,0.278,NA,0.393,0.517,1,1,"Ket-CUMS"
"929","CK_g1_1","entrenamiento_2","Entr_2",6.7,3.1,6.7,5.4,3.6,1,NA,NA,1,0,0.05,0.05,NA,21.8,5.853,0.268,NA,0.532,0.485,1.25,1,"Ket-CUMS"
"930","CK_g1_1","entrenamiento_2","Entr_2",6,15.1,16.2,22.7,1,2.3,NA,NA,1,0,0.033,0.033,NA,60,12.602,0.21,NA,0.44,0.572,1.5,1,"Ket-CUMS"
"931","CK_g1_1","entrenamiento_2","Entr_2",9.6,7.9,33.9,8.6,4.8,5.1,NA,NA,0,3,NA,NA,0.47,60,9.245,0.154,NA,0.33,0.564,1.75,1,"Ket-CUMS"
"932","CK_g1_2","entrenamiento_2","Entr_2",7.8,5.8,13.6,15.4,8.4,2.4,NA,NA,1,1,0.102,0.102,0.177,42.6,8.094,0.19,NA,0.391,0.429,1,1,"Ket-CUMS"
"933","CK_g1_2","entrenamiento_2","Entr_2",0.7,0.4,12.5,13.1,4.1,0,NA,NA,1,0,0.092,0.092,NA,26.7,4.059,0.152,NA,0.258,0.576,1.25,1,"Ket-CUMS"
"934","CK_g1_2","entrenamiento_2","Entr_2",0,4.4,10.6,0,6.1,0,NA,NA,1,0,0.327,0.327,NA,15.1,2.313,0.153,NA,0.304,0.656,1.5,1,"Ket-CUMS"
"935","CK_g1_3","entrenamiento_2","Entr_2",3,9.1,30.1,17.8,9,1.4,NA,NA,1,0,0.039,0.039,NA,60,11.242,0.187,NA,0.297,0.604,1,1,"Ket-CUMS"
"936","CK_g1_3","entrenamiento_2","Entr_2",2.4,12,8.6,20.2,7.3,0,NA,NA,1,0,0.035,0.035,NA,43.2,5.38,0.125,NA,0.313,0.448,1.25,1,"Ket-CUMS"
"937","CK_g1_3","entrenamiento_2","Entr_2",1.9,2.5,5.2,1.1,2.9,1.5,NA,NA,2,0,0.582,0.582,NA,10.7,1.41,0.132,NA,0.447,0.452,1.5,1,"Ket-CUMS"
"938","CK_g1_4","entrenamiento_2","Entr_2",16.7,8.5,18.4,16.4,12.8,11.2,NA,NA,0,2,NA,NA,0.105,60,15.453,0.258,NA,0.445,0.458,1,1,"Ket-CUMS"
"939","CK_g1_4","entrenamiento_2","Entr_2",16.7,10.5,16.8,15.9,8.6,11.9,NA,NA,1,5,0.026,0.026,0.561,60,13.082,0.218,NA,0.406,0.439,1.25,1,"Ket-CUMS"
"940","CK_g1_4","entrenamiento_2","Entr_2",5.1,1.7,3.5,0,3,4.4,NA,NA,1,2,0.412,0.412,0.88,10.3,1.398,0.136,NA,0.49,0.296,1.5,1,"Ket-CUMS"
"941","CK_g1_5","entrenamiento_2","Entr_2",14.9,17.2,12.4,15.5,4.9,6.3,NA,NA,0,1,NA,NA,0.011,60,14.112,0.235,NA,0.447,0.352,1,1,"Ket-CUMS"
"942","CK_g1_5","entrenamiento_2","Entr_2",1.5,0.7,8.3,0.2,2.6,0,NA,NA,1,0,0.162,0.162,NA,10.7,1.779,0.166,NA,0.332,0.604,1.25,1,"Ket-CUMS"
"943","CSK_g1_1","entrenamiento_2","Entr_2",0,1.6,5.9,0,3.8,0,NA,NA,3,0,0.324,0.324,NA,7.5,0.843,0.112,NA,0.206,0.683,1,1,"Sal-CUMS-K"
"944","CSK_g1_1","entrenamiento_2","Entr_2",14.5,14.6,17,13.9,1,3.3,NA,NA,0,0,NA,NA,NA,60,17.277,0.288,NA,0.522,0.55,1.25,1,"Sal-CUMS-K"
"945","CSK_g1_1","entrenamiento_2","Entr_2",17.5,11.6,17,12.3,6.5,5.9,NA,NA,1,1,0.024,0.024,0.161,58.4,12.837,0.22,NA,0.472,0.448,1.5,1,"Sal-CUMS-K"
